"DateTime","Date","Hour","X"
2016-05-15 18:00:00,2016-05-15,18,0.0382
2016-05-15 19:00:00,2016-05-15,19,0.0409
2016-05-15 20:00:00,2016-05-15,20,0.0381
2016-05-15 21:00:00,2016-05-15,21,0.0338
2016-05-15 22:00:00,2016-05-15,22,0.0216
2016-05-15 23:00:00,2016-05-15,23,0.0151
2016-05-16,2016-05-16,0,0.0075
2016-05-16 01:00:00,2016-05-16,1,0.0057
2016-05-16 02:00:00,2016-05-16,2,0.0046
2016-05-16 03:00:00,2016-05-16,3,0.0092
2016-05-16 04:00:00,2016-05-16,4,0.0276
2016-05-16 05:00:00,2016-05-16,5,0.074
2016-05-16 06:00:00,2016-05-16,6,0.1
2016-05-16 07:00:00,2016-05-16,7,0.2115
2016-05-16 08:00:00,2016-05-16,8,0.122
2016-05-16 09:00:00,2016-05-16,9,0.1092
2016-05-16 10:00:00,2016-05-16,10,0.0687
2016-05-16 11:00:00,2016-05-16,11,0.0531
2016-05-16 12:00:00,2016-05-16,12,0.0504
2016-05-16 13:00:00,2016-05-16,13,0.0557
2016-05-16 14:00:00,2016-05-16,14,0.0526
2016-05-16 15:00:00,2016-05-16,15,0.043
2016-05-16 16:00:00,2016-05-16,16,0.0388
2016-05-16 17:00:00,2016-05-16,17,0.0397
2016-05-16 18:00:00,2016-05-16,18,0.0342
2016-05-16 19:00:00,2016-05-16,19,0.0282
2016-05-16 20:00:00,2016-05-16,20,0.0254
2016-05-16 21:00:00,2016-05-16,21,0.0247
2016-05-16 22:00:00,2016-05-16,22,0.0184
2016-05-16 23:00:00,2016-05-16,23,0.0125
2016-05-17,2016-05-17,0,0.0069
2016-05-17 01:00:00,2016-05-17,1,0.0047
2016-05-17 02:00:00,2016-05-17,2,0.0043
2016-05-17 03:00:00,2016-05-17,3,0.0104
2016-05-17 04:00:00,2016-05-17,4,0.0294
2016-05-17 05:00:00,2016-05-17,5,0.0751
2016-05-17 06:00:00,2016-05-17,6,0.0951
2016-05-17 07:00:00,2016-05-17,7,0.1888
2016-05-17 08:00:00,2016-05-17,8,0.1761
2016-05-17 09:00:00,2016-05-17,9,0.2869
2016-05-17 10:00:00,2016-05-17,10,0.1025
2016-05-17 11:00:00,2016-05-17,11,0.0543
2016-05-17 12:00:00,2016-05-17,12,0.0515
2016-05-17 13:00:00,2016-05-17,13,0.0542
2016-05-17 14:00:00,2016-05-17,14,0.0494
2016-05-17 15:00:00,2016-05-17,15,0.0416
2016-05-17 16:00:00,2016-05-17,16,0.0359
2016-05-17 17:00:00,2016-05-17,17,0.0359
2016-05-17 18:00:00,2016-05-17,18,0.0318
2016-05-17 19:00:00,2016-05-17,19,0.0291
2016-05-17 20:00:00,2016-05-17,20,0.0268
2016-05-17 21:00:00,2016-05-17,21,0.0252
2016-05-17 22:00:00,2016-05-17,22,0.018
2016-05-17 23:00:00,2016-05-17,23,0.0106
2016-05-18,2016-05-18,0,0.006
2016-05-18 01:00:00,2016-05-18,1,0.0044
2016-05-18 02:00:00,2016-05-18,2,0.0055
2016-05-18 03:00:00,2016-05-18,3,0.0103
2016-05-18 04:00:00,2016-05-18,4,0.0282
2016-05-18 05:00:00,2016-05-18,5,0.0744
2016-05-18 06:00:00,2016-05-18,6,0.0973
2016-05-18 07:00:00,2016-05-18,7,0.1852
2016-05-18 08:00:00,2016-05-18,8,0.2072
2016-05-18 09:00:00,2016-05-18,9,0.1444
2016-05-18 10:00:00,2016-05-18,10,0.0896
2016-05-18 11:00:00,2016-05-18,11,0.0561
2016-05-18 12:00:00,2016-05-18,12,0.0543
2016-05-18 13:00:00,2016-05-18,13,0.055
2016-05-18 14:00:00,2016-05-18,14,0.0488
2016-05-18 15:00:00,2016-05-18,15,0.0431
2016-05-18 16:00:00,2016-05-18,16,0.0372
2016-05-18 17:00:00,2016-05-18,17,0.0357
2016-05-18 18:00:00,2016-05-18,18,0.0318
2016-05-18 19:00:00,2016-05-18,19,0.0279
2016-05-18 20:00:00,2016-05-18,20,0.0262
2016-05-18 21:00:00,2016-05-18,21,0.0253
2016-05-18 22:00:00,2016-05-18,22,0.0194
2016-05-18 23:00:00,2016-05-18,23,0.0118
2016-05-19,2016-05-19,0,0.0066
2016-05-19 01:00:00,2016-05-19,1,0.0047
2016-05-19 02:00:00,2016-05-19,2,0.0056
2016-05-19 03:00:00,2016-05-19,3,0.0106
2016-05-19 04:00:00,2016-05-19,4,0.0278
2016-05-19 05:00:00,2016-05-19,5,0.0729
2016-05-19 06:00:00,2016-05-19,6,0.0951
2016-05-19 07:00:00,2016-05-19,7,0.1802
2016-05-19 08:00:00,2016-05-19,8,0.1774
2016-05-19 09:00:00,2016-05-19,9,0.1497
2016-05-19 10:00:00,2016-05-19,10,0.0876
2016-05-19 11:00:00,2016-05-19,11,0.0543
2016-05-19 12:00:00,2016-05-19,12,0.0555
2016-05-19 13:00:00,2016-05-19,13,0.0633
2016-05-19 14:00:00,2016-05-19,14,0.0558
2016-05-19 15:00:00,2016-05-19,15,0.0428
2016-05-19 16:00:00,2016-05-19,16,0.0395
2016-05-19 17:00:00,2016-05-19,17,0.0374
2016-05-19 18:00:00,2016-05-19,18,0.031
2016-05-19 19:00:00,2016-05-19,19,0.0286
2016-05-19 20:00:00,2016-05-19,20,0.0276
2016-05-19 21:00:00,2016-05-19,21,0.0278
2016-05-19 22:00:00,2016-05-19,22,0.0213
2016-05-19 23:00:00,2016-05-19,23,0.0133
2016-05-20,2016-05-20,0,0.0079
2016-05-20 01:00:00,2016-05-20,1,0.0052
2016-05-20 02:00:00,2016-05-20,2,0.0053
2016-05-20 03:00:00,2016-05-20,3,0.0117
2016-05-20 04:00:00,2016-05-20,4,0.0296
2016-05-20 05:00:00,2016-05-20,5,0.0724
2016-05-20 06:00:00,2016-05-20,6,0.0912
2016-05-20 07:00:00,2016-05-20,7,0.0876
2016-05-20 08:00:00,2016-05-20,8,0.0983
2016-05-20 09:00:00,2016-05-20,9,0.0869
2016-05-20 10:00:00,2016-05-20,10,0.066
2016-05-20 11:00:00,2016-05-20,11,0.059
2016-05-20 12:00:00,2016-05-20,12,0.0557
2016-05-20 13:00:00,2016-05-20,13,0.0595
2016-05-20 14:00:00,2016-05-20,14,0.0578
2016-05-20 15:00:00,2016-05-20,15,0.0443
2016-05-20 16:00:00,2016-05-20,16,0.0413
2016-05-20 17:00:00,2016-05-20,17,0.0376
2016-05-20 18:00:00,2016-05-20,18,0.036
2016-05-20 19:00:00,2016-05-20,19,0.0353
2016-05-20 20:00:00,2016-05-20,20,0.0311
2016-05-20 21:00:00,2016-05-20,21,0.0299
2016-05-20 22:00:00,2016-05-20,22,0.0257
2016-05-20 23:00:00,2016-05-20,23,0.0176
2016-05-21,2016-05-21,0,0.0112
2016-05-21 01:00:00,2016-05-21,1,0.0068
2016-05-21 02:00:00,2016-05-21,2,0.0058
2016-05-21 03:00:00,2016-05-21,3,0.0068
2016-05-21 04:00:00,2016-05-21,4,0.0132
2016-05-21 05:00:00,2016-05-21,5,0.0269
2016-05-21 06:00:00,2016-05-21,6,0.0319
2016-05-21 07:00:00,2016-05-21,7,0.0415
2016-05-21 08:00:00,2016-05-21,8,0.0545
2016-05-21 09:00:00,2016-05-21,9,0.0532
2016-05-21 10:00:00,2016-05-21,10,0.0536
2016-05-21 11:00:00,2016-05-21,11,0.0569
2016-05-21 12:00:00,2016-05-21,12,0.0543
2016-05-21 13:00:00,2016-05-21,13,0.0608
2016-05-21 14:00:00,2016-05-21,14,0.0606
2016-05-21 15:00:00,2016-05-21,15,0.0544
2016-05-21 16:00:00,2016-05-21,16,0.0494
2016-05-21 17:00:00,2016-05-21,17,0.0475
2016-05-21 18:00:00,2016-05-21,18,0.0423
2016-05-21 19:00:00,2016-05-21,19,0.0358
2016-05-21 20:00:00,2016-05-21,20,0.0328
2016-05-21 21:00:00,2016-05-21,21,0.0326
2016-05-21 22:00:00,2016-05-21,22,0.0284
2016-05-21 23:00:00,2016-05-21,23,0.0192
2016-05-22,2016-05-22,0,0.0111
2016-05-22 01:00:00,2016-05-22,1,0.0064
2016-05-22 02:00:00,2016-05-22,2,0.0055
2016-05-22 03:00:00,2016-05-22,3,0.0046
2016-05-22 04:00:00,2016-05-22,4,0.0076
2016-05-22 05:00:00,2016-05-22,5,0.0137
2016-05-22 06:00:00,2016-05-22,6,0.0176
2016-05-22 07:00:00,2016-05-22,7,0.0212
2016-05-22 08:00:00,2016-05-22,8,0.0311
2016-05-22 09:00:00,2016-05-22,9,0.0424
2016-05-22 10:00:00,2016-05-22,10,0.0474
2016-05-22 11:00:00,2016-05-22,11,0.0493
2016-05-22 12:00:00,2016-05-22,12,0.049
2016-05-22 13:00:00,2016-05-22,13,0.0526
2016-05-22 14:00:00,2016-05-22,14,0.0544
2016-05-22 15:00:00,2016-05-22,15,0.0502
2016-05-22 16:00:00,2016-05-22,16,0.0501
2016-05-22 17:00:00,2016-05-22,17,0.049
2016-05-22 18:00:00,2016-05-22,18,0.0395
2016-05-22 19:00:00,2016-05-22,19,0.0388
2016-05-22 20:00:00,2016-05-22,20,0.0352
2016-05-22 21:00:00,2016-05-22,21,0.0306
2016-05-22 22:00:00,2016-05-22,22,0.0227
2016-05-22 23:00:00,2016-05-22,23,0.0155
2016-05-23,2016-05-23,0,0.0094
2016-05-23 01:00:00,2016-05-23,1,0.0056
2016-05-23 02:00:00,2016-05-23,2,0.0052
2016-05-23 03:00:00,2016-05-23,3,0.0105
2016-05-23 04:00:00,2016-05-23,4,0.0285
2016-05-23 05:00:00,2016-05-23,5,0.0741
2016-05-23 06:00:00,2016-05-23,6,0.0916
2016-05-23 07:00:00,2016-05-23,7,0.0978
2016-05-23 08:00:00,2016-05-23,8,0.0969
2016-05-23 09:00:00,2016-05-23,9,0.0874
2016-05-23 10:00:00,2016-05-23,10,0.0677
2016-05-23 11:00:00,2016-05-23,11,0.0521
2016-05-23 12:00:00,2016-05-23,12,0.0526
2016-05-23 13:00:00,2016-05-23,13,0.054
2016-05-23 14:00:00,2016-05-23,14,0.0502
2016-05-23 15:00:00,2016-05-23,15,0.0451
2016-05-23 16:00:00,2016-05-23,16,0.0399
2016-05-23 17:00:00,2016-05-23,17,0.0367
2016-05-23 18:00:00,2016-05-23,18,0.029
2016-05-23 19:00:00,2016-05-23,19,0.0281
2016-05-23 20:00:00,2016-05-23,20,0.0259
2016-05-23 21:00:00,2016-05-23,21,0.0239
2016-05-23 22:00:00,2016-05-23,22,0.017
2016-05-23 23:00:00,2016-05-23,23,0.0107
2016-05-24,2016-05-24,0,0.0057
2016-05-24 01:00:00,2016-05-24,1,0.0041
2016-05-24 02:00:00,2016-05-24,2,0.005
2016-05-24 03:00:00,2016-05-24,3,0.0107
2016-05-24 04:00:00,2016-05-24,4,0.0278
2016-05-24 05:00:00,2016-05-24,5,0.0768
2016-05-24 06:00:00,2016-05-24,6,0.1
2016-05-24 07:00:00,2016-05-24,7,0.1505
2016-05-24 08:00:00,2016-05-24,8,0.2096
2016-05-24 09:00:00,2016-05-24,9,0.1396
2016-05-24 10:00:00,2016-05-24,10,0.0701
2016-05-24 11:00:00,2016-05-24,11,0.0552
2016-05-24 12:00:00,2016-05-24,12,0.0537
2016-05-24 13:00:00,2016-05-24,13,0.0531
2016-05-24 14:00:00,2016-05-24,14,0.043
2016-05-24 15:00:00,2016-05-24,15,0.037
2016-05-24 16:00:00,2016-05-24,16,0.0332
2016-05-24 17:00:00,2016-05-24,17,0.0331
2016-05-24 18:00:00,2016-05-24,18,0.0277
2016-05-24 19:00:00,2016-05-24,19,0.0264
2016-05-24 20:00:00,2016-05-24,20,0.0238
2016-05-24 21:00:00,2016-05-24,21,0.0242
2016-05-24 22:00:00,2016-05-24,22,0.0181
2016-05-24 23:00:00,2016-05-24,23,0.0108
2016-05-25,2016-05-25,0,0.0066
2016-05-25 01:00:00,2016-05-25,1,0.0046
2016-05-25 02:00:00,2016-05-25,2,0.0051
2016-05-25 03:00:00,2016-05-25,3,0.0102
2016-05-25 04:00:00,2016-05-25,4,0.0297
2016-05-25 05:00:00,2016-05-25,5,0.0755
2016-05-25 06:00:00,2016-05-25,6,0.0927
2016-05-25 07:00:00,2016-05-25,7,0.1113
2016-05-25 08:00:00,2016-05-25,8,0.1312
2016-05-25 09:00:00,2016-05-25,9,0.2357
2016-05-25 10:00:00,2016-05-25,10,0.0908
2016-05-25 11:00:00,2016-05-25,11,0.0578
2016-05-25 12:00:00,2016-05-25,12,0.057
2016-05-25 13:00:00,2016-05-25,13,0.0565
2016-05-25 14:00:00,2016-05-25,14,0.0502
2016-05-25 15:00:00,2016-05-25,15,0.042
2016-05-25 16:00:00,2016-05-25,16,0.0371
2016-05-25 17:00:00,2016-05-25,17,0.0367
2016-05-25 18:00:00,2016-05-25,18,0.0313
2016-05-25 19:00:00,2016-05-25,19,0.0288
2016-05-25 20:00:00,2016-05-25,20,0.0282
2016-05-25 21:00:00,2016-05-25,21,0.027
2016-05-25 22:00:00,2016-05-25,22,0.0193
2016-05-25 23:00:00,2016-05-25,23,0.0116
2016-05-26,2016-05-26,0,0.0072
2016-05-26 01:00:00,2016-05-26,1,0.0051
2016-05-26 02:00:00,2016-05-26,2,0.0051
2016-05-26 03:00:00,2016-05-26,3,0.0112
2016-05-26 04:00:00,2016-05-26,4,0.0295
2016-05-26 05:00:00,2016-05-26,5,0.0761
2016-05-26 06:00:00,2016-05-26,6,0.0892
2016-05-26 07:00:00,2016-05-26,7,0.1005
2016-05-26 08:00:00,2016-05-26,8,0.0909
2016-05-26 09:00:00,2016-05-26,9,0.2807
2016-05-26 10:00:00,2016-05-26,10,0.0739
2016-05-26 11:00:00,2016-05-26,11,0.0567
2016-05-26 12:00:00,2016-05-26,12,0.0567
2016-05-26 13:00:00,2016-05-26,13,0.0568
2016-05-26 14:00:00,2016-05-26,14,0.0566
2016-05-26 15:00:00,2016-05-26,15,0.0456
2016-05-26 16:00:00,2016-05-26,16,0.0408
2016-05-26 17:00:00,2016-05-26,17,0.0384
2016-05-26 18:00:00,2016-05-26,18,0.0331
2016-05-26 19:00:00,2016-05-26,19,0.0292
2016-05-26 20:00:00,2016-05-26,20,0.0268
2016-05-26 21:00:00,2016-05-26,21,0.0278
2016-05-26 22:00:00,2016-05-26,22,0.0224
2016-05-26 23:00:00,2016-05-26,23,0.014
2016-05-27,2016-05-27,0,0.0078
2016-05-27 01:00:00,2016-05-27,1,0.0056
2016-05-27 02:00:00,2016-05-27,2,0.0068
2016-05-27 03:00:00,2016-05-27,3,0.0114
2016-05-27 04:00:00,2016-05-27,4,0.0267
2016-05-27 05:00:00,2016-05-27,5,0.0673
2016-05-27 06:00:00,2016-05-27,6,0.0837
2016-05-27 07:00:00,2016-05-27,7,0.0897
2016-05-27 08:00:00,2016-05-27,8,0.0928
2016-05-27 09:00:00,2016-05-27,9,0.0839
2016-05-27 10:00:00,2016-05-27,10,0.0705
2016-05-27 11:00:00,2016-05-27,11,0.0652
2016-05-27 12:00:00,2016-05-27,12,0.0598
2016-05-27 13:00:00,2016-05-27,13,0.0629
2016-05-27 14:00:00,2016-05-27,14,0.0544
2016-05-27 15:00:00,2016-05-27,15,0.0454
2016-05-27 16:00:00,2016-05-27,16,0.0405
2016-05-27 17:00:00,2016-05-27,17,0.0385
2016-05-27 18:00:00,2016-05-27,18,0.0326
2016-05-27 19:00:00,2016-05-27,19,0.0323
2016-05-27 20:00:00,2016-05-27,20,0.0348
2016-05-27 21:00:00,2016-05-27,21,0.0341
2016-05-27 22:00:00,2016-05-27,22,0.0286
2016-05-27 23:00:00,2016-05-27,23,0.0189
2016-05-28,2016-05-28,0,0.0121
2016-05-28 01:00:00,2016-05-28,1,0.0081
2016-05-28 02:00:00,2016-05-28,2,0.0064
2016-05-28 03:00:00,2016-05-28,3,0.0072
2016-05-28 04:00:00,2016-05-28,4,0.0115
2016-05-28 05:00:00,2016-05-28,5,0.0193
2016-05-28 06:00:00,2016-05-28,6,0.0275
2016-05-28 07:00:00,2016-05-28,7,0.0379
2016-05-28 08:00:00,2016-05-28,8,0.0458
2016-05-28 09:00:00,2016-05-28,9,0.0506
2016-05-28 10:00:00,2016-05-28,10,0.0548
2016-05-28 11:00:00,2016-05-28,11,0.0585
2016-05-28 12:00:00,2016-05-28,12,0.0575
2016-05-28 13:00:00,2016-05-28,13,0.0518
2016-05-28 14:00:00,2016-05-28,14,0.0532
2016-05-28 15:00:00,2016-05-28,15,0.0491
2016-05-28 16:00:00,2016-05-28,16,0.0515
2016-05-28 17:00:00,2016-05-28,17,0.0492
2016-05-28 18:00:00,2016-05-28,18,0.0433
2016-05-28 19:00:00,2016-05-28,19,0.0372
2016-05-28 20:00:00,2016-05-28,20,0.0328
2016-05-28 21:00:00,2016-05-28,21,0.0411
2016-05-28 22:00:00,2016-05-28,22,0.034
2016-05-28 23:00:00,2016-05-28,23,0.023
2016-05-29,2016-05-29,0,0.0121
2016-05-29 01:00:00,2016-05-29,1,0.0074
2016-05-29 02:00:00,2016-05-29,2,0.0061
2016-05-29 03:00:00,2016-05-29,3,0.0052
2016-05-29 04:00:00,2016-05-29,4,0.0069
2016-05-29 05:00:00,2016-05-29,5,0.0118
2016-05-29 06:00:00,2016-05-29,6,0.0157
2016-05-29 07:00:00,2016-05-29,7,0.0205
2016-05-29 08:00:00,2016-05-29,8,0.0273
2016-05-29 09:00:00,2016-05-29,9,0.0397
2016-05-29 10:00:00,2016-05-29,10,0.0435
2016-05-29 11:00:00,2016-05-29,11,0.0448
2016-05-29 12:00:00,2016-05-29,12,0.0478
2016-05-29 13:00:00,2016-05-29,13,0.0504
2016-05-29 14:00:00,2016-05-29,14,0.0483
2016-05-29 15:00:00,2016-05-29,15,0.0492
2016-05-29 16:00:00,2016-05-29,16,0.0448
2016-05-29 17:00:00,2016-05-29,17,0.0436
2016-05-29 18:00:00,2016-05-29,18,0.0408
2016-05-29 19:00:00,2016-05-29,19,0.0387
2016-05-29 20:00:00,2016-05-29,20,0.0372
2016-05-29 21:00:00,2016-05-29,21,0.0359
2016-05-29 22:00:00,2016-05-29,22,0.0293
2016-05-29 23:00:00,2016-05-29,23,0.0209
2016-05-30,2016-05-30,0,0.0105
2016-05-30 01:00:00,2016-05-30,1,0.0066
2016-05-30 02:00:00,2016-05-30,2,0.0052
2016-05-30 03:00:00,2016-05-30,3,0.0051
2016-05-30 04:00:00,2016-05-30,4,0.0074
2016-05-30 05:00:00,2016-05-30,5,0.0138
2016-05-30 06:00:00,2016-05-30,6,0.0178
2016-05-30 07:00:00,2016-05-30,7,0.0218
2016-05-30 08:00:00,2016-05-30,8,0.0251
2016-05-30 09:00:00,2016-05-30,9,0.0338
2016-05-30 10:00:00,2016-05-30,10,0.043
2016-05-30 11:00:00,2016-05-30,11,0.0449
2016-05-30 12:00:00,2016-05-30,12,0.0455
2016-05-30 13:00:00,2016-05-30,13,0.0446
2016-05-30 14:00:00,2016-05-30,14,0.0437
2016-05-30 15:00:00,2016-05-30,15,0.0424
2016-05-30 16:00:00,2016-05-30,16,0.0387
2016-05-30 17:00:00,2016-05-30,17,0.038
2016-05-30 18:00:00,2016-05-30,18,0.037
2016-05-30 19:00:00,2016-05-30,19,0.0326
2016-05-30 20:00:00,2016-05-30,20,0.0345
2016-05-30 21:00:00,2016-05-30,21,0.0388
2016-05-30 22:00:00,2016-05-30,22,0.0299
2016-05-30 23:00:00,2016-05-30,23,0.018
2016-05-31,2016-05-31,0,0.0119
2016-05-31 01:00:00,2016-05-31,1,0.0067
2016-05-31 02:00:00,2016-05-31,2,0.0059
2016-05-31 03:00:00,2016-05-31,3,0.0116
2016-05-31 04:00:00,2016-05-31,4,0.024
2016-05-31 05:00:00,2016-05-31,5,0.0688
2016-05-31 06:00:00,2016-05-31,6,0.115
2016-05-31 07:00:00,2016-05-31,7,0.1666
2016-05-31 08:00:00,2016-05-31,8,0.0951
2016-05-31 09:00:00,2016-05-31,9,0.0974
2016-05-31 10:00:00,2016-05-31,10,0.0748
2016-05-31 11:00:00,2016-05-31,11,0.0573
2016-05-31 12:00:00,2016-05-31,12,0.0579
2016-05-31 13:00:00,2016-05-31,13,0.0555
2016-05-31 14:00:00,2016-05-31,14,0.0517
2016-05-31 15:00:00,2016-05-31,15,0.0419
2016-05-31 16:00:00,2016-05-31,16,0.0383
2016-05-31 17:00:00,2016-05-31,17,0.036
2016-05-31 18:00:00,2016-05-31,18,0.0291
2016-05-31 19:00:00,2016-05-31,19,0.0291
2016-05-31 20:00:00,2016-05-31,20,0.0271
2016-05-31 21:00:00,2016-05-31,21,0.0263
2016-05-31 22:00:00,2016-05-31,22,0.0182
2016-05-31 23:00:00,2016-05-31,23,0.0117
2016-06-01,2016-06-01,0,0.0076
2016-06-01 01:00:00,2016-06-01,1,0.0051
2016-06-01 02:00:00,2016-06-01,2,0.0051
2016-06-01 03:00:00,2016-06-01,3,0.0098
2016-06-01 04:00:00,2016-06-01,4,0.0295
2016-06-01 05:00:00,2016-06-01,5,0.0741
2016-06-01 06:00:00,2016-06-01,6,0.0865
2016-06-01 07:00:00,2016-06-01,7,0.2049
2016-06-01 08:00:00,2016-06-01,8,0.2541
2016-06-01 09:00:00,2016-06-01,9,0.2093
2016-06-01 10:00:00,2016-06-01,10,0.1314
2016-06-01 11:00:00,2016-06-01,11,0.0668
2016-06-01 12:00:00,2016-06-01,12,0.0545
2016-06-01 13:00:00,2016-06-01,13,0.0574
2016-06-01 14:00:00,2016-06-01,14,0.0473
2016-06-01 15:00:00,2016-06-01,15,0.0502
2016-06-01 16:00:00,2016-06-01,16,0.0369
2016-06-01 17:00:00,2016-06-01,17,0.0359
2016-06-01 18:00:00,2016-06-01,18,0.0293
2016-06-01 19:00:00,2016-06-01,19,0.0275
2016-06-01 20:00:00,2016-06-01,20,0.0265
2016-06-01 21:00:00,2016-06-01,21,0.026
2016-06-01 22:00:00,2016-06-01,22,0.0198
2016-06-01 23:00:00,2016-06-01,23,0.0117
2016-06-02,2016-06-02,0,0.0067
2016-06-02 01:00:00,2016-06-02,1,0.0048
2016-06-02 02:00:00,2016-06-02,2,0.006
2016-06-02 03:00:00,2016-06-02,3,0.0114
2016-06-02 04:00:00,2016-06-02,4,0.0268
2016-06-02 05:00:00,2016-06-02,5,0.0737
2016-06-02 06:00:00,2016-06-02,6,0.0913
2016-06-02 07:00:00,2016-06-02,7,0.152
2016-06-02 08:00:00,2016-06-02,8,0.0935
2016-06-02 09:00:00,2016-06-02,9,0.0907
2016-06-02 10:00:00,2016-06-02,10,0.0703
2016-06-02 11:00:00,2016-06-02,11,0.0623
2016-06-02 12:00:00,2016-06-02,12,0.0524
2016-06-02 13:00:00,2016-06-02,13,0.0611
2016-06-02 14:00:00,2016-06-02,14,0.0524
2016-06-02 15:00:00,2016-06-02,15,0.0418
2016-06-02 16:00:00,2016-06-02,16,0.0345
2016-06-02 17:00:00,2016-06-02,17,0.0366
2016-06-02 18:00:00,2016-06-02,18,0.0288
2016-06-02 19:00:00,2016-06-02,19,0.027
2016-06-02 20:00:00,2016-06-02,20,0.0251
2016-06-02 21:00:00,2016-06-02,21,0.0287
2016-06-02 22:00:00,2016-06-02,22,0.0207
2016-06-02 23:00:00,2016-06-02,23,0.013
2016-06-03,2016-06-03,0,0.0076
2016-06-03 01:00:00,2016-06-03,1,0.0056
2016-06-03 02:00:00,2016-06-03,2,0.0064
2016-06-03 03:00:00,2016-06-03,3,0.0116
2016-06-03 04:00:00,2016-06-03,4,0.0278
2016-06-03 05:00:00,2016-06-03,5,0.0715
2016-06-03 06:00:00,2016-06-03,6,0.0912
2016-06-03 07:00:00,2016-06-03,7,0.0862
2016-06-03 08:00:00,2016-06-03,8,0.089
2016-06-03 09:00:00,2016-06-03,9,0.0895
2016-06-03 10:00:00,2016-06-03,10,0.0719
2016-06-03 11:00:00,2016-06-03,11,0.0659
2016-06-03 12:00:00,2016-06-03,12,0.0619
2016-06-03 13:00:00,2016-06-03,13,0.0662
2016-06-03 14:00:00,2016-06-03,14,0.0583
2016-06-03 15:00:00,2016-06-03,15,0.074
2016-06-03 16:00:00,2016-06-03,16,0.0597
2016-06-03 17:00:00,2016-06-03,17,0.0413
2016-06-03 18:00:00,2016-06-03,18,0.0359
2016-06-03 19:00:00,2016-06-03,19,0.0328
2016-06-03 20:00:00,2016-06-03,20,0.0347
2016-06-03 21:00:00,2016-06-03,21,0.0325
2016-06-03 22:00:00,2016-06-03,22,0.0274
2016-06-03 23:00:00,2016-06-03,23,0.0187
2016-06-04,2016-06-04,0,0.0117
2016-06-04 01:00:00,2016-06-04,1,0.0074
2016-06-04 02:00:00,2016-06-04,2,0.0059
2016-06-04 03:00:00,2016-06-04,3,0.0077
2016-06-04 04:00:00,2016-06-04,4,0.0128
2016-06-04 05:00:00,2016-06-04,5,0.0272
2016-06-04 06:00:00,2016-06-04,6,0.0339
2016-06-04 07:00:00,2016-06-04,7,0.0418
2016-06-04 08:00:00,2016-06-04,8,0.0503
2016-06-04 09:00:00,2016-06-04,9,0.0578
2016-06-04 10:00:00,2016-06-04,10,0.0556
2016-06-04 11:00:00,2016-06-04,11,0.0562
2016-06-04 12:00:00,2016-06-04,12,0.0603
2016-06-04 13:00:00,2016-06-04,13,0.0601
2016-06-04 14:00:00,2016-06-04,14,0.0586
2016-06-04 15:00:00,2016-06-04,15,0.0551
2016-06-04 16:00:00,2016-06-04,16,0.0498
2016-06-04 17:00:00,2016-06-04,17,0.046
2016-06-04 18:00:00,2016-06-04,18,0.0414
2016-06-04 19:00:00,2016-06-04,19,0.0378
2016-06-04 20:00:00,2016-06-04,20,0.0358
2016-06-04 21:00:00,2016-06-04,21,0.0362
2016-06-04 22:00:00,2016-06-04,22,0.0306
2016-06-04 23:00:00,2016-06-04,23,0.0208
2016-06-05,2016-06-05,0,0.0127
2016-06-05 01:00:00,2016-06-05,1,0.0076
2016-06-05 02:00:00,2016-06-05,2,0.0056
2016-06-05 03:00:00,2016-06-05,3,0.0048
2016-06-05 04:00:00,2016-06-05,4,0.0081
2016-06-05 05:00:00,2016-06-05,5,0.0151
2016-06-05 06:00:00,2016-06-05,6,0.0178
2016-06-05 07:00:00,2016-06-05,7,0.0221
2016-06-05 08:00:00,2016-06-05,8,0.0304
2016-06-05 09:00:00,2016-06-05,9,0.0425
2016-06-05 10:00:00,2016-06-05,10,0.046
2016-06-05 11:00:00,2016-06-05,11,0.0487
2016-06-05 12:00:00,2016-06-05,12,0.052
2016-06-05 13:00:00,2016-06-05,13,0.0525
2016-06-05 14:00:00,2016-06-05,14,0.0555
2016-06-05 15:00:00,2016-06-05,15,0.0507
2016-06-05 16:00:00,2016-06-05,16,0.0549
2016-06-05 17:00:00,2016-06-05,17,0.0457
2016-06-05 18:00:00,2016-06-05,18,0.0384
2016-06-05 19:00:00,2016-06-05,19,0.0405
2016-06-05 20:00:00,2016-06-05,20,0.0376
2016-06-05 21:00:00,2016-06-05,21,0.0346
2016-06-05 22:00:00,2016-06-05,22,0.0253
2016-06-05 23:00:00,2016-06-05,23,0.0159
2016-06-06,2016-06-06,0,0.0085
2016-06-06 01:00:00,2016-06-06,1,0.0059
2016-06-06 02:00:00,2016-06-06,2,0.0058
2016-06-06 03:00:00,2016-06-06,3,0.0106
2016-06-06 04:00:00,2016-06-06,4,0.0292
2016-06-06 05:00:00,2016-06-06,5,0.0713
2016-06-06 06:00:00,2016-06-06,6,0.0843
2016-06-06 07:00:00,2016-06-06,7,0.0958
2016-06-06 08:00:00,2016-06-06,8,0.1067
2016-06-06 09:00:00,2016-06-06,9,0.2734
2016-06-06 10:00:00,2016-06-06,10,0.1057
2016-06-06 11:00:00,2016-06-06,11,0.0535
2016-06-06 12:00:00,2016-06-06,12,0.0545
2016-06-06 13:00:00,2016-06-06,13,0.0595
